OrderID,OrderDate,ProductID,ProductName,Category,SubCategory,Quantity,UnitPrice,Discount,CustomerID,Region,InventoryAtStart,ReorderPoint,LeadTimeDays,SupplierID
O13094,2024-06-27,P1048,SPO-FIT-1048,Sports,Fitness Equipment,3,2375.26,0.0,C843,Central,294,16,8,S15
O13095,2024-06-27,P1009,ELE-AUD-1009,Electronics,Audio,8,1374.95,0.2,C5722,North,290,19,15,S12
O13096,2024-06-27,P1022,FAS-FOO-1022,Fashion,Footwear,4,2631.83,0.1,C133,North,279,41,3,S10
O13097,2024-06-27,P1004,ELE-MOB-1004,Electronics,Mobile Accessories,4,6354.57,0.1,C4701,East,122,37,10,S9
O13098,2024-06-27,P1003,ELE-AUD-1003,Electronics,Audio,4,3181.63,,C2616,North,104,40,19,S3
O13099,2024-06-27,P1016,HOM-COO-1016,Home & Kitchen,Cookware,2,1288.34,0.0,C22,South,450,17,6,S13
O13100,2024-06-27,P1035,BEA-HAI-1035,Beauty,Haircare,1,3672.29,0.1,C4970,West,49,70,7,S12
O13101,2024-06-27,P1027,FAS-WOM-1027,Fashion,Women's Apparel,1,6452.83,0.05,C5292,East,377,65,6,S5
O13102,2024-06-27,P1021,FAS-WOM-1021,Fashion,Women's Apparel,1,5278.88,0.0,C4217,SOUTH,46,71,12,S9
O13103,2024-06-27,P1041,SPO-OUT-1041,Sports,Outdoor Gear,2,500.99,0.0,C5882,Central,225,36,11,S3
O13104,2024-06-27,P1006,ELE-AUD-1006,Electronics,Audio,1,5176.76,0.2,C5622,South,212,54,16,S3
O13105,2024-06-27,P1049,SPO-OUT-1049,Sports,Outdoor Gear,2,3730.01,0.0,C3551,North,134,21,3,S5
O13106,2024-06-27,P1003,ELE-AUD-1003,Electronics,Audio,2,3077.39,0.0,C1263,South,374,43,19,S3
O13107,2024-06-27,P1019,HOM-COO-1019,Home & Kitchen,Cookware,1,1266.32,0.0,C3295,North,415,69,5,S4
O13108,2024-06-27,P1016,HOM-COO-1016,Home & Kitchen,Cookware,2,1235.83,0.0,C2286,North,47,31,6,S13
O13109,2024-06-27,P1031,BEA-HAI-1031,Beauty,Haircare,3,2574.97,0.05,C70,North,395,41,14,S11
O13110,2024-06-27,P1039,BEA-HAI-1039,Beauty,Haircare,4,3415.62,0.0,C4087,West,497,61,14,S5
O13111,2024-06-27,P1005,ELE-WEA-1005,Electronics,Wearables,9,4429.94,0.05,C436,East,30,73,4,S14
O13112,2024-06-27,P1038,BEA-SKI-1038,Beauty,Skincare,6,6576.56,0.0,C5379,East,162,21,16,S1
O13113,2024-06-27,P1048,SPO-FIT-1048,Sports,Fitness Equipment,1,2359.13,0.05,C4744,South,321,60,8,S15
O13114,2024-06-27,P1041,SPO-OUT-1041,Sports,Outdoor Gear,6,543.22,0.05,C5771,West,153,45,11,S3
O13115,2024-06-27,P1024,FAS-WOM-1024,Fashion,Women's Apparel,1,2108.45,0.0,C2203,North,328,15,4,S13
O13116,2024-06-27,P1017,HOM-STO-1017,Home & Kitchen,Storage,5,6601.17,0.0,C5325,East,428,26,14,S12
O13117,2024-06-27,P1035,BEA-HAI-1035,Beauty,Haircare,3,3835.28,0.1,C1416,South,252,65,7,S12
O13118,2024-06-27,P1022,FAS-FOO-1022,Fashion,Footwear,3,2515.4,0.0,C4852,South,345,67,3,S10
O13119,2024-06-27,P1047,SPO-OUT-1047,Sports,Outdoor Gear,1,7446.53,0.2,C4393,East,369,28,13,S3
O13120,2024-06-27,P1026,FAS-MEN-1026,Fashion,Men's Apparel,1,6038.43,0.1,C4575,South,491,70,14,S15
O13121,2024-06-27,P1039,BEA-HAI-1039,Beauty,Haircare,2,3600.68,0.0,C2912,East,374,17,14,S5
O13122,2024-06-27,P1037,BEA-HAI-1037,Beauty,Haircare,6,2487.6,0.0,C3073,West,167,57,13,S13
O13123,2024-06-27,P1005,ELE-WEA-1005,Electronics,Wearables,11,4683.87,0.0,C1181,North,154,45,4,S14
O13124,2024-06-27,P1036,BEA-SKI-1036,Beauty,Skincare,10,7084.82,0.05,C2577,South,288,17,11,S2
O13125,2024-06-27,P1002,ELE-WEA-1002,Electronics,Wearables,1,6520.42,0.2,C5264,North,414,75,5,S8
O13126,2024-06-27,P1022,FAS-FOO-1022,Fashion,Footwear,1,2511.54,0.2,C3661,West,215,50,3,S10
O13127,2024-06-27,P1032,BEA-SKI-1032,Beauty,Skincare,6,880.56,0.1,C1846,North,471,59,5,S6
O13128,2024-06-27,P1028,FAS-FOO-1028,Fashion,Footwear,8,860.61,0.1,C3173,North,326,24,16,S12
O13129,2024-06-27,P1033,BEA-HAI-1033,Beauty,Haircare,1,7218.87,0.1,C3028,South,417,67,15,S8
O13130,2024-06-27,P1046,SPO-FIT-1046,Sports,Fitness Equipment,1,832.91,0.05,C2902,East,47,45,11,S5
O13131,2024-06-27,P1037,BEA-HAI-1037,Beauty,Haircare,7,2691.15,0.0,C578,North,280,47,13,S13
O13132,2024-06-27,P1038,BEA-SKI-1038,Beauty,Skincare,6,6985.86,0.0,C2952,South,462,30,16,S1
O13133,2024-06-27,P1009,ELE-AUD-1009,Electronics,Audio,1,1459.98,0.0,C89,West,193,54,15,S12
O13134,2024-06-27,P1003,ELE-AUD-1003,Electronics,Audio,4,2986.63,0.0,C174,East,285,20,19,S3
O13135,2024-06-27,P1049,SPO-OUT-1049,Sports,Outdoor Gear,4,3737.27,0.15,C3197,South,387,33,3,S5
O13136,2024-06-27,P1036,BEA-SKI-1036,Beauty,Skincare,8,7379.49,0.0,C3902,EAST,308,38,11,S2
O13137,2024-06-27,P1004,ELE-MOB-1004,Electronics,Mobile Accessories,5,6469.33,0.0,C4283,South,215,70,10,S9
O13138,2024-06-27,P1018,HOM-SMA-1018,Home & Kitchen,Small Appliances,3,6355.68,0.1,C1643,South,318,62,11,S9
O13139,2024-06-27,P1044,SPO-FIT-1044,Sports,Fitness Equipment,4,2952.66,0.0,C3511,Central,76,75,13,S10
O13140,2024-06-27,P1049,SPO-OUT-1049,Sports,Outdoor Gear,1,3692.57,0.0,C4202,South,333,54,3,S5
O13141,2024-06-27,P1046,SPO-FIT-1046,Sports,Fitness Equipment,1,878.48,0.0,C1700,East,119,66,11,S5
O13142,2024-06-28,P1023,FAS-MEN-1023,Fashion,Men's Apparel,1,1854.86,0.15,C3887,South,30,32,10,S5
O13143,2024-06-28,P1045,SPO-OUT-1045,Sports,Outdoor Gear,8,7981.35,0.0,C1356,West,255,17,11,S7
O13144,2024-06-28,P1037,BEA-HAI-1037,Beauty,Haircare,2,2504.86,0.0,C2579,North,381,30,13,S13
O13145,2024-06-28,P1010,HOM-COO-1010,Home & Kitchen,Cookware,3,7492.31,0.0,C5524,North,166,21,8,S7
O13146,2024-06-28,P1044,SPO-FIT-1044,Sports,Fitness Equipment,4,2969.6,0.05,C146,SOUTH,113,65,13,S10
O13147,2024-06-28,P1017,HOM-STO-1017,Home & Kitchen,Storage,2,6099.05,0.0,C5451,Central,398,34,14,S12
O13148,2024-06-28,P1026,FAS-MEN-1026,Fashion,Men's Apparel,2,6372.87,0.0,C416,North,66,27,14,S15
O13149,2024-06-28,P1035,BEA-HAI-1035,Beauty,Haircare,1,3625.96,0.05,C2424,North,54,71,7,S12
O13150,2024-06-28,P1035,BEA-HAI-1035,Beauty,Haircare,6,3573.11,0.0,C1353,North,142,45,7,S12
O13151,2024-06-28,P1000,ELE-AUD-1000,Electronics,Audio,2,3777.17,0.0,C2616,WEST,424,48,18,S7
O13152,2024-06-28,P1018,HOM-SMA-1018,Home & Kitchen,Small Appliances,2,6279.32,0.05,C2895,South,243,40,11,S9
O13153,2024-06-28,P1043,SPO-OUT-1043,Sports,Outdoor Gear,3,1461.0,0.0,C5428,South,199,16,19,S5
O13154,2024-06-28,P1032,BEA-SKI-1032,Beauty,Skincare,8,904.14,0.15,C3472,South,402,53,5,S6
O13155,2024-06-28,P1010,HOM-COO-1010,Home & Kitchen,Cookware,7,7745.72,0.15,C4010,North,480,18,8,S7
O13156,2024-06-28,P1037,BEA-HAI-1037,Beauty,Haircare,7,2634.76,0.0,C5352,South,317,34,13,S13
O13157,2024-06-28,P1020,FAS-MEN-1020,Fashion,Men's Apparel,3,3758.17,0.0,C4649,EAST,311,69,13,S13
O13158,2024-06-28,P1018,HOM-SMA-1018,Home & Kitchen,Small Appliances,1,6108.07,0.05,C3504,North,339,62,11,S9
O13159,2024-06-28,P1002,ELE-WEA-1002,Electronics,Wearables,2,6343.19,0.0,C1605,North,221,59,5,S8
O13160,2024-06-28,P1043,SPO-OUT-1043,Sports,Outdoor Gear,5,1510.44,0.0,C1965,East,179,34,19,S5
O13161,2024-06-28,P1045,SPO-OUT-1045,Sports,Outdoor Gear,9,7846.29,0.0,C1502,East,68,56,11,S7
O13162,2024-06-28,P1021,FAS-WOM-1021,Fashion,Women's Apparel,1,4897.81,0.15,C870,SOUTH,204,39,12,S9
O13163,2024-06-28,P1004,ELE-MOB-1004,Electronics,Mobile Accessories,4,6556.52,0.0,C1405,West,165,36,10,S9
O13164,2024-06-28,P1023,FAS-MEN-1023,Fashion,Men's Apparel,2,1965.81,0.0,C2777,South,163,30,10,S5
O13165,2024-06-28,P1022,FAS-FOO-1022,Fashion,Footwear,3,2491.15,0.0,C4662,North,235,29,3,S10
O13166,2024-06-28,P1045,SPO-OUT-1045,Sports,Outdoor Gear,3,7951.33,0.0,C4850,South,443,72,11,S7
O13167,2024-06-28,P1023,FAS-MEN-1023,Fashion,Men's Apparel,1,1889.8,0.1,C2581,North,182,32,10,S5
O13168,2024-06-28,P1036,BEA-SKI-1036,Beauty,Skincare,7,7097.47,0.15,C1421,South,123,34,11,S2
O13169,2024-06-28,P1034,BEA-SKI-1034,Beauty,Skincare,1,7755.41,0.1,C5229,North,77,44,17,S4
O13170,2024-06-28,P1040,SPO-FIT-1040,Sports,Fitness Equipment,4,5459.09,0.0,C648,East,316,37,4,S10
O13171,2024-06-28,P1018,HOM-SMA-1018,Home & Kitchen,Small Appliances,2,6402.12,0.05,C2205,East,259,50,11,S9
O13172,2024-06-28,P1015,HOM-SMA-1015,Home & Kitchen,Small Appliances,1,3323.71,0.0,C143,North,397,64,8,S14
O13173,2024-06-28,P1039,BEA-HAI-1039,Beauty,Haircare,3,3686.26,0.05,C4858,West,152,43,14,S5
O13174,2024-06-28,P1043,SPO-OUT-1043,Sports,Outdoor Gear,5,1486.28,0.0,C2924,East,280,17,19,S5
O13175,2024-06-28,P1015,HOM-SMA-1015,Home & Kitchen,Small Appliances,1,3375.97,0.05,C5453,East,212,67,8,S14
O13176,2024-06-28,P1014,HOM-STO-1014,Home & Kitchen,Storage,3,2743.64,0.0,C5133,Central,162,51,17,S12
O13177,2024-06-28,P1022,FAS-FOO-1022,Fashion,Footwear,2,2592.91,0.05,C2765,South,422,44,3,S10
O13178,2024-06-28,P1032,BEA-SKI-1032,Beauty,Skincare,1,909.0,0.0,C3919,Central,393,79,5,S6
O13179,2024-06-28,P1005,ELE-WEA-1005,Electronics,Wearables,9,4559.36,0.0,C597,South,226,47,4,S14
O13180,2024-06-28,P1022,FAS-FOO-1022,Fashion,Footwear,1,2527.26,0.2,C1603,South,300,48,3,S10
O13181,2024-06-28,P1009,ELE-AUD-1009,Electronics,Audio,6,1408.16,0.0,C2706,East,157,19,15,S12
O13182,2024-06-28,P1011,HOM-STO-1011,Home & Kitchen,Storage,2,3856.58,0.1,C5016,North,226,29,6,S12
O13183,2024-06-28,P1003,ELE-AUD-1003,Electronics,Audio,2,2968.17,0.0,C320,South,91,74,19,S3
O13184,2024-06-28,P1019,HOM-COO-1019,Home & Kitchen,Cookware,3,1241.26,0.05,C3801,East,303,71,5,S4
O13185,2024-06-28,P1011,HOM-STO-1011,Home & Kitchen,Storage,3,3898.56,0.0,C2202,North,317,71,6,S12
O13186,2024-06-28,P1029,FAS-MEN-1029,Fashion,Men's Apparel,2,1493.17,0.1,C2839,East,428,55,12,S14
O13187,2024-06-28,P1028,FAS-FOO-1028,Fashion,Footwear,15,887.19,0.15,C4119,North,290,58,16,S12
O13188,2024-06-28,P1046,SPO-FIT-1046,Sports,Fitness Equipment,1,820.83,0.05,C4130,West,276,19,11,S5
O13189,2024-06-28,P1035,BEA-HAI-1035,Beauty,Haircare,2,3883.81,0.0,C457,East,147,38,7,S12
O13190,2024-06-28,P1042,SPO-FIT-1042,Sports,Fitness Equipment,3,1297.8,0.0,C3485,East,452,45,4,S11
O13191,2024-06-28,P1009,ELE-AUD-1009,Electronics,Audio,8,1393.47,0.0,C4315,SOUTH,419,55,15,S12
O13192,2024-06-28,P1034,BEA-SKI-1034,Beauty,Skincare,7,7946.78,0.0,C3024,South,233,51,17,S4
O13193,2024-06-28,P1025,FAS-FOO-1025,Fashion,Footwear,4,2492.93,0.05,C3125,East,343,35,14,S7
O13194,2024-06-28,P1019,HOM-COO-1019,Home & Kitchen,Cookware,6,1333.41,0.0,C4122,NORTH,200,24,5,S4
O13195,2024-06-28,P1040,SPO-FIT-1040,Sports,Fitness Equipment,6,5410.64,0.0,C284,West,306,30,4,S10
O13196,2024-06-28,P1010,HOM-COO-1010,Home & Kitchen,Cookware,5,7830.98,0.0,C1295,Central,367,53,8,S7
O13197,2024-06-28,P1042,SPO-FIT-1042,Sports,Fitness Equipment,3,1373.19,0.0,C5276,South,86,52,4,S11
O13198,2024-06-28,P1009,ELE-AUD-1009,Electronics,Audio,10,1421.59,0.0,C5760,South,189,70,15,S12
O13199,2024-06-28,P1047,SPO-OUT-1047,Sports,Outdoor Gear,3,7484.63,0.0,C924,South,196,38,13,S3
O13200,2024-06-28,P1046,SPO-FIT-1046,Sports,Fitness Equipment,1,849.79,0.05,C2541,North,377,65,11,S5
O13201,2024-06-28,P1033,BEA-HAI-1033,Beauty,Haircare,1,7486.09,0.2,C5371,West,231,44,15,S8
O13202,2024-06-28,P1048,SPO-FIT-1048,Sports,Fitness Equipment,1,2333.02,0.05,C1642,North,287,36,8,S15
O13203,2024-06-28,P1039,BEA-HAI-1039,Beauty,Haircare,3,3463.04,0.0,C1156,West,488,29,14,S5
O13204,2024-06-28,P1040,SPO-FIT-1040,Sports,Fitness Equipment,1,5063.76,0.05,C3427,East,327,64,4,S10
O13205,2024-06-28,P1042,SPO-FIT-1042,Sports,Fitness Equipment,3,1297.18,0.05,C3808,South,396,47,4,S11
O13206,2024-06-28,P1003,ELE-AUD-1003,Electronics,Audio,3,3004.04,0.0,C4759,North,447,60,19,S3
O13207,2024-06-28,P1000,ELE-AUD-1000,Electronics,Audio,1,3505.79,0.0,C5860,North,478,41,18,S7
O13208,2024-06-28,P1049,SPO-OUT-1049,Sports,Outdoor Gear,2,3592.11,0.05,C5339,East,252,30,3,S5
O13209,2024-06-28,P1006,ELE-AUD-1006,Electronics,Audio,1,5148.61,0.0,C2802,North,154,48,16,S3
O13210,2024-06-28,P1036,BEA-SKI-1036,Beauty,Skincare,10,7286.6,0.0,C2940,Central,51,38,11,S2
O13211,2024-06-28,P1001,ELE-MOB-1001,Electronics,Mobile Accessories,1,890.66,0.05,C4745,East,366,76,20,S8
O13212,2024-06-28,P1021,FAS-WOM-1021,Fashion,Women's Apparel,1,5393.62,0.05,C1814,Central,259,68,12,S9
O13213,2024-06-28,P1030,BEA-SKI-1030,Beauty,Skincare,6,5736.27,0.05,C497,North,476,72,11,S8
O13214,2024-06-28,P1025,FAS-FOO-1025,Fashion,Footwear,3,2565.87,0.0,C1564,North,112,43,14,S7
O13215,2024-06-28,P1009,ELE-AUD-1009,Electronics,Audio,4,1442.78,0.15,C5819,East,101,65,15,S12
O13216,2024-06-28,P1020,FAS-MEN-1020,Fashion,Men's Apparel,1,4018.4,0.0,C4579,South,324,51,13,S13
O13217,2024-06-28,P1032,BEA-SKI-1032,Beauty,Skincare,1,861.04,0.05,C2890,Central,183,48,5,S6
O13218,2024-06-28,P1034,BEA-SKI-1034,Beauty,Skincare,2,7933.4,0.0,C3873,East,198,61,17,S4
O13219,2024-06-28,P1036,BEA-SKI-1036,Beauty,Skincare,11,7475.73,0.0,C113,West,403,69,11,S2
O13220,2024-06-28,P1035,BEA-HAI-1035,Beauty,Haircare,1,3638.77,0.0,C5160,North,473,40,7,S12
O13221,2024-06-28,P1048,SPO-FIT-1048,Sports,Fitness Equipment,3,2377.45,0.0,C2997,North,185,22,8,S15
O13222,2024-06-28,P1049,SPO-OUT-1049,Sports,Outdoor Gear,3,3683.6,0.0,C1254,South,290,39,3,S5
O13223,2024-06-28,P1025,FAS-FOO-1025,Fashion,Footwear,6,2392.01,0.15,C1886,Central,59,32,14,S7
O13224,2024-06-28,P1035,BEA-HAI-1035,Beauty,Haircare,3,3886.26,0.05,C5011,South,452,70,7,S12
O13225,2024-06-28,P1038,BEA-SKI-1038,Beauty,Skincare,6,6699.45,0.0,C5939,South,457,48,16,S1
O13226,2024-06-28,P1011,HOM-STO-1011,Home & Kitchen,Storage,3,3723.15,0.0,C239,South,323,18,6,S12
O13227,2024-06-28,P1021,FAS-WOM-1021,Fashion,Women's Apparel,1,5317.74,0.0,C5958,South,33,40,12,S9
O13228,2024-06-28,P1041,SPO-OUT-1041,Sports,Outdoor Gear,1,525.48,0.1,C2178,East,65,17,11,S3
O13229,2024-06-28,P1038,BEA-SKI-1038,Beauty,Skincare,5,6953.22,0.0,C5445,NORTH,136,30,16,S1
O13230,2024-06-28,P1026,FAS-MEN-1026,Fashion,Men's Apparel,2,6410.22,0.0,C5931,East,292,28,14,S15
O13231,2024-06-28,P1018,HOM-SMA-1018,Home & Kitchen,Small Appliances,2,6195.46,0.05,C5622,East,164,18,11,S9
O13232,2024-06-28,P1004,ELE-MOB-1004,Electronics,Mobile Accessories,4,6322.15,0.0,C1102,South,410,74,10,S9
O13233,2024-06-28,P1012,HOM-SMA-1012,Home & Kitchen,Small Appliances,6,3747.74,0.0,C666,South,60,51,7,S5
O13234,2024-06-28,P1025,FAS-FOO-1025,Fashion,Footwear,3,2425.23,0.0,C2107,South,333,42,14,S7
O13235,2024-06-28,P1021,FAS-WOM-1021,Fashion,Women's Apparel,1,4986.07,0.0,C621,West,459,15,12,S9
O13236,2024-06-28,P1036,BEA-SKI-1036,Beauty,Skincare,8,7179.55,0.0,C3358,West,332,47,11,S2
O13237,2024-06-28,P1034,BEA-SKI-1034,Beauty,Skincare,1,7834.7,0.0,C2214,North,226,59,17,S4
O13238,2024-06-28,P1003,ELE-AUD-1003,Electronics,Audio,1,3069.12,0.0,C237,South,194,22,19,S3
O13239,2024-06-28,P1033,BEA-HAI-1033,Beauty,Haircare,1,7601.6,0.0,C3061,Central,25,61,15,S8
O13240,2024-06-28,P1046,SPO-FIT-1046,Sports,Fitness Equipment,2,813.05,0.2,C4505,East,245,34,11,S5
O13241,2024-06-28,P1041,SPO-OUT-1041,Sports,Outdoor Gear,2,548.03,0.05,C2867,North,264,38,11,S3
O13242,2024-06-28,P1010,HOM-COO-1010,Home & Kitchen,Cookware,4,7653.42,0.0,C1286,South,488,73,8,S7
O13243,2024-06-28,P1047,SPO-OUT-1047,Sports,Outdoor Gear,3,7558.9,0.0,C5382,Central,85,67,13,S3
O13244,2024-06-28,P1038,BEA-SKI-1038,Beauty,Skincare,6,7015.5,0.0,C5037,West,39,33,16,S1
O13245,2024-06-28,P1047,SPO-OUT-1047,Sports,Outdoor Gear,3,7181.45,0.0,C5735,West,398,34,13,S3
O13246,2024-06-28,P1017,HOM-STO-1017,Home & Kitchen,Storage,3,6200.82,0.0,C1342,West,384,42,14,S12
O13247,2024-06-28,P1032,BEA-SKI-1032,Beauty,Skincare,3,875.38,0.05,C3276,South,400,67,5,S6
O13248,2024-06-28,P1018,HOM-SMA-1018,Home & Kitchen,Small Appliances,1,6559.44,0.0,C137,SOUTH,456,49,11,S9
O13249,2024-06-28,P1030,BEA-SKI-1030,Beauty,Skincare,4,5760.32,0.0,C4188,North,54,56,11,S8
O13250,2024-06-28,P1013,HOM-COO-1013,Home & Kitchen,Cookware,2,3639.91,0.0,C3437,West,281,30,17,S3
O13251,2024-06-28,P1010,HOM-COO-1010,Home & Kitchen,Cookware,2,7961.8,0.1,C5639,North,406,48,8,S7
O13252,2024-06-28,P1011,HOM-STO-1011,Home & Kitchen,Storage,1,3844.31,0.05,C413,South,233,54,6,S12
O13253,2024-06-28,P1017,HOM-STO-1017,Home & Kitchen,Storage,5,6380.54,0.0,C3151,East,356,16,14,S12
O13254,2024-06-28,P1001,ELE-MOB-1001,Electronics,Mobile Accessories,2,909.85,0.0,C4641,East,57,54,20,S8
O13255,2024-06-28,P1049,SPO-OUT-1049,Sports,Outdoor Gear,4,3576.32,0.05,C5457,East,362,79,3,S5
O13256,2024-06-28,P1024,FAS-WOM-1024,Fashion,Women's Apparel,1,2077.59,0.05,C4393,Central,458,54,4,S13
O13257,2024-06-28,P1013,HOM-COO-1013,Home & Kitchen,Cookware,2,3586.2,0.05,C5994,North,330,75,17,S3
O13258,2024-06-28,P1006,ELE-AUD-1006,Electronics,Audio,2,5070.02,0.0,C1826,Central,40,30,16,S3
O13259,2024-06-28,P1036,BEA-SKI-1036,Beauty,Skincare,12,7092.71,0.0,C630,North,118,73,11,S2
O13260,2024-06-28,P1029,FAS-MEN-1029,Fashion,Men's Apparel,6,1398.56,0.0,C516,South,151,78,12,S14
O13261,2024-06-28,P1040,SPO-FIT-1040,Sports,Fitness Equipment,1,5273.4,0.0,C2094,Central,314,72,4,S10
O13262,2024-06-28,P1021,FAS-WOM-1021,Fashion,Women's Apparel,1,5115.02,0.05,C4843,East,445,62,12,S9
O13263,2024-06-28,P1027,FAS-WOM-1027,Fashion,Women's Apparel,1,6433.57,0.0,C5840,Central,425,70,6,S5
O13264,2024-06-28,P1000,ELE-AUD-1000,Electronics,Audio,1,3597.45,0.05,C1794,South,122,44,18,S7
O13265,2024-06-28,P1039,BEA-HAI-1039,Beauty,Haircare,3,3460.76,0.0,C926,East,441,55,14,S5
O13266,2024-06-29,P1029,FAS-MEN-1029,Fashion,Men's Apparel,3,1463.21,0.0,C4349,South,233,24,12,S14
O13267,2024-06-29,P1028,FAS-FOO-1028,Fashion,Footwear,5,912.43,0.0,C820,South,233,16,16,S12
O13268,2024-06-29,P1006,ELE-AUD-1006,Electronics,Audio,2,5106.78,0.0,C2716,East,421,57,16,S3
O13269,2024-06-29,P1038,BEA-SKI-1038,Beauty,Skincare,11,6790.01,0.05,C3705,Central,295,52,16,S1
O13270,2024-06-29,P1007,ELE-MOB-1007,Electronics,Mobile Accessories,3,7583.77,0.0,C808,West,436,60,19,S7
O13271,2024-06-29,P1011,HOM-STO-1011,Home & Kitchen,Storage,4,3839.51,0.0,C2142,North,486,78,6,S12
O13272,2024-06-29,P1031,BEA-HAI-1031,Beauty,Haircare,4,2631.74,0.15,C1716,North,60,53,14,S11
O13273,2024-06-29,P1033,BEA-HAI-1033,Beauty,Haircare,1,7097.8,0.0,C5214,North,425,16,15,S8
O13274,2024-06-29,P1027,FAS-WOM-1027,Fashion,Women's Apparel,4,6757.58,0.0,C4634,South,416,74,6,S5
O13275,2024-06-29,P1027,FAS-WOM-1027,Fashion,Women's Apparel,1,6568.44,0.0,C5701,West,319,51,6,S5
O13276,2024-06-29,P1044,SPO-FIT-1044,Sports,Fitness Equipment,2,2786.77,0.15,C2922,Central,164,17,13,S10
O13277,2024-06-29,P1029,FAS-MEN-1029,Fashion,Men's Apparel,3,1439.86,0.0,C1553,SOUTH,131,73,12,S14
O13278,2024-06-29,P1027,FAS-WOM-1027,Fashion,Women's Apparel,4,6446.25,0.15,C3772,South,44,41,6,S5
O13279,2024-06-29,P1032,BEA-SKI-1032,Beauty,Skincare,1,845.66,0.15,C517,East,64,70,5,S6
O13280,2024-06-29,P1000,ELE-AUD-1000,Electronics,Audio,1,3593.43,0.0,C1626,North,227,18,18,S7
O13281,2024-06-29,P1000,ELE-AUD-1000,Electronics,Audio,1,3698.36,0.0,C2891,South,254,64,18,S7
O13282,2024-06-29,P1038,BEA-SKI-1038,Beauty,Skincare,13,6785.37,0.0,C3042,West,270,79,16,S1
O13283,2024-06-29,P1044,SPO-FIT-1044,Sports,Fitness Equipment,3,2803.7,0.0,C433,North,209,47,13,S10
O13284,2024-06-29,P1000,ELE-AUD-1000,Electronics,Audio,2,3574.55,0.0,C1146,North,242,16,18,S7
O13285,2024-06-29,P1012,HOM-SMA-1012,Home & Kitchen,Small Appliances,15,3927.6,0.0,C3863,South,384,58,7,S5
O13286,2024-06-29,P1028,FAS-FOO-1028,Fashion,Footwear,2,939.38,0.15,C1273,South,270,38,16,S12
O13287,2024-06-29,P1021,FAS-WOM-1021,Fashion,Women's Apparel,1,5096.09,0.0,C524,North,127,28,12,S9
O13288,2024-06-29,P1031,BEA-HAI-1031,Beauty,Haircare,4,2535.17,0.0,C4670,South,102,67,14,S11
O13289,2024-06-29,P1045,SPO-OUT-1045,Sports,Outdoor Gear,10,7774.38,0.1,C4225,Central,375,25,11,S7
O13290,2024-06-29,P1023,FAS-MEN-1023,Fashion,Men's Apparel,2,1915.16,0.0,C1384,East,113,76,10,S5
O13291,2024-06-29,P1041,SPO-OUT-1041,Sports,Outdoor Gear,1,516.69,0.0,C5993,North,205,17,11,S3
O13292,2024-06-29,P1038,BEA-SKI-1038,Beauty,Skincare,6,6554.32,0.0,C1739,South,202,23,16,S1
O13293,2024-06-29,P1010,HOM-COO-1010,Home & Kitchen,Cookware,1,7807.51,0.05,C5652,North,374,34,8,S7
O13294,2024-06-29,P1038,BEA-SKI-1038,Beauty,Skincare,9,6864.96,0.05,C1472,South,23,26,16,S1
O13295,2024-06-29,P1019,HOM-COO-1019,Home & Kitchen,Cookware,7,1314.57,0.2,C3323,West,281,15,5,S4
O13296,2024-06-29,P1017,HOM-STO-1017,Home & Kitchen,Storage,3,6569.55,0.0,C1317,SOUTH,456,34,14,S12
O13297,2024-06-29,P1039,BEA-HAI-1039,Beauty,Haircare,2,3452.55,0.05,C4779,West,443,23,14,S5
O13298,2024-06-29,P1034,BEA-SKI-1034,Beauty,Skincare,2,7553.9,0.0,C580,South,349,31,17,S4
O13299,2024-06-29,P1021,FAS-WOM-1021,Fashion,Women's Apparel,1,5243.73,0.0,C3332,North,285,75,12,S9
O13300,2024-06-29,P1004,ELE-MOB-1004,Electronics,Mobile Accessories,1,6549.54,0.0,C5272,West,435,79,10,S9
O13301,2024-06-29,P1032,BEA-SKI-1032,Beauty,Skincare,3,839.97,0.05,C1710,South,416,16,5,S6
O13302,2024-06-29,P1042,SPO-FIT-1042,Sports,Fitness Equipment,1,1268.87,0.15,C3070,South,412,74,4,S11
O13303,2024-06-29,P1030,BEA-SKI-1030,Beauty,Skincare,6,5800.1,0.0,C99,East,403,27,11,S8
O13304,2024-06-29,P1007,ELE-MOB-1007,Electronics,Mobile Accessories,2,8042.56,0.0,C375,North,461,18,19,S7
O13305,2024-06-29,P1019,HOM-COO-1019,Home & Kitchen,Cookware,5,1304.66,0.0,C5546,North,427,32,5,S4
O13306,2024-06-29,P1026,FAS-MEN-1026,Fashion,Men's Apparel,2,6467.26,0.2,C781,Central,492,16,14,S15
O13307,2024-06-29,P1011,HOM-STO-1011,Home & Kitchen,Storage,2,3976.77,0.1,C4172,West,234,39,6,S12
O13308,2024-06-29,P1030,BEA-SKI-1030,Beauty,Skincare,1,5373.54,0.0,C5302,East,340,37,11,S8
O13309,2024-06-29,P1014,HOM-STO-1014,Home & Kitchen,Storage,5,2752.5,0.0,C3005,East,29,68,17,S12
O13310,2024-06-29,P1008,ELE-WEA-1008,Electronics,Wearables,1,1696.49,0.1,C5618,West,334,15,11,S6
O13311,2024-06-29,P1014,HOM-STO-1014,Home & Kitchen,Storage,1,2656.54,0.0,C5174,West,471,64,17,S12
